,user_id,vehicle_model,battery_capacity_kWh,charging_station_id,charging_station_location,charging_start,charging_end,charging_duration_hours,charging_cost_usd,time_of_day,day_of_week,vehicle_age_years,charger_type,user_type,vehicle_brand,ev_type,logo,state_id,state_name,lat,lng,type_of_current,voltage,connector_type,connector_image
1052,1229,Chevy Bolt,100.0,176,Chicago,2024-02-21 04:00:00,2024-02-21 07:48:00,3.97697,30.413,Evening,Thursday,5,DC Fast Charger,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1053,1230,Hyundai Kona,54.0322,145,Houston,2024-02-21 05:00:00,2024-02-21 08:19:00,3.34236,12.1862,Morning,Saturday,6,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1054,1231,Chevy Bolt,62.0,7,New York,2024-02-21 06:00:00,2024-02-21 07:17:00,0.948056,21.8129,Evening,Monday,7,Level 1,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1055,1232,Nissan Leaf,85.0,269,Chicago,2024-02-21 07:00:00,2024-02-21 10:51:00,2.06073,16.6529,Morning,Sunday,1,DC Fast Charger,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1056,1233,Tesla Model 3,50.0,376,Houston,2024-02-21 08:00:00,2024-02-21 09:50:00,2.1413,18.144,Morning,Wednesday,0,Level 2,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1057,1234,Nissan Leaf,85.0,322,San Francisco,2024-02-21 09:00:00,2024-02-21 12:07:00,1.96227,32.7419,Night,Friday,4,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1058,1236,Hyundai Kona,75.0,138,Los Angeles,2024-02-21 11:00:00,2024-02-21 12:29:00,0.890728,21.9083,Afternoon,Wednesday,4,Level 1,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1059,1238,Tesla Model 3,100.0,88,San Francisco,2024-02-21 13:00:00,2024-02-21 13:30:00,1.2249,17.059,Evening,Friday,5,Level 2,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1060,1239,Tesla Model 3,85.0,17,San Francisco,2024-02-21 14:00:00,2024-02-21 15:34:00,2.24342,38.0945,Night,Saturday,7,Level 2,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1061,1240,Tesla Model 3,62.0,52,Los Angeles,2024-02-21 15:00:00,2024-02-21 16:02:00,1.76786,10.4322,Afternoon,Tuesday,4,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1062,1241,Tesla Model 3,85.0,134,Chicago,2024-02-21 16:00:00,2024-02-21 17:07:00,1.91272,15.6619,Morning,Thursday,3,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1063,1242,Hyundai Kona,78.5111,211,San Francisco,2024-02-21 17:00:00,2024-02-21 17:54:00,3.26494,37.2776,Night,Saturday,3,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1064,1243,Chevy Bolt,50.0,325,New York,2024-02-21 18:00:00,2024-02-21 21:03:00,3.7289,21.0892,Evening,Friday,4,DC Fast Charger,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1065,1244,Nissan Leaf,75.0,480,New York,2024-02-21 19:00:00,2024-02-21 22:54:00,0.154301,19.9559,Night,Tuesday,4,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1066,1245,Tesla Model 3,85.0,458,Chicago,2024-02-21 20:00:00,2024-02-21 21:28:00,1.80733,33.389,Afternoon,Friday,6,DC Fast Charger,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1067,1246,Chevy Bolt,50.0,393,Houston,2024-02-21 21:00:00,2024-02-22 00:10:00,2.76539,21.5953,Morning,Friday,2,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1068,1247,Chevy Bolt,75.0,219,Los Angeles,2024-02-21 22:00:00,2024-02-22 00:10:00,2.21515,31.6514,Afternoon,Wednesday,2,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1069,1248,Nissan Leaf,85.0,205,New York,2024-02-21 23:00:00,2024-02-22 01:36:00,2.00887,37.3986,Afternoon,Sunday,1,Level 1,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1070,1249,Hyundai Kona,100.0,211,New York,2024-02-22 00:00:00,2024-02-22 01:10:00,1.60323,17.0268,Afternoon,Saturday,3,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1071,1250,BMW i3,62.0,277,Chicago,2024-02-22 01:00:00,2024-02-22 04:07:00,0.940002,3.70707,Afternoon,Friday,5,Level 2,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1072,1251,BMW i3,62.0,24,Houston,2024-02-22 02:00:00,2024-02-22 03:26:00,1.82181,3.05904,Morning,Saturday,5,Level 1,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1073,1252,Chevy Bolt,50.0,486,Houston,2024-02-22 03:00:00,2024-02-22 06:26:00,1.72444,25.2048,Afternoon,Tuesday,1,Level 1,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1074,1253,Nissan Leaf,75.0,4,Chicago,2024-02-22 04:00:00,2024-02-22 05:17:00,3.31827,8.19726,Evening,Wednesday,3,Level 2,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1075,1255,Chevy Bolt,100.0,443,Los Angeles,2024-02-22 06:00:00,2024-02-22 09:26:00,2.46911,13.6568,Afternoon,Tuesday,0,DC Fast Charger,Casual Driver,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1076,1256,Hyundai Kona,100.0,483,New York,2024-02-22 07:00:00,2024-02-22 10:24:00,1.48404,39.7958,Evening,Wednesday,4,DC Fast Charger,Commuter,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1077,1257,BMW i3,75.0,259,Houston,2024-02-22 08:00:00,2024-02-22 09:25:00,1.23599,11.6512,Afternoon,Saturday,1,Level 2,Commuter,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1078,1258,Chevy Bolt,75.0,324,New York,2024-02-22 09:00:00,2024-02-22 10:34:00,3.00167,6.771,Morning,Tuesday,6,Level 2,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1079,1259,Chevy Bolt,100.0,357,Los Angeles,2024-02-22 10:00:00,2024-02-22 10:41:00,2.46159,29.4719,Morning,Monday,3,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1080,1260,Tesla Model 3,85.0,168,San Francisco,2024-02-22 11:00:00,2024-02-22 12:38:00,3.24746,25.7925,Evening,Saturday,2,Level 1,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1081,1261,Hyundai Kona,100.0,176,New York,2024-02-22 12:00:00,2024-02-22 14:43:00,1.73227,37.6608,Evening,Sunday,4,Level 1,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1082,1263,Nissan Leaf,50.0,291,San Francisco,2024-02-22 14:00:00,2024-02-22 17:42:00,1.29827,37.0609,Night,Friday,2,Level 1,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1083,1264,Tesla Model 3,50.0,479,Chicago,2024-02-22 15:00:00,2024-02-22 15:54:00,3.98283,35.8013,Afternoon,Wednesday,4,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1084,1265,Tesla Model 3,50.0,56,Chicago,2024-02-22 16:00:00,2024-02-22 16:30:00,0.919046,39.2537,Afternoon,Sunday,5,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1085,1266,BMW i3,100.0,108,Chicago,2024-02-22 17:00:00,2024-02-22 20:09:00,3.57419,9.9754,Morning,Wednesday,7,Level 2,Casual Driver,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1086,1268,Hyundai Kona,100.0,296,Houston,2024-02-22 19:00:00,2024-02-22 20:18:00,1.42491,36.5486,Night,Monday,0,Level 1,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1087,1269,Tesla Model 3,85.0,461,San Francisco,2024-02-22 20:00:00,2024-02-22 22:56:00,1.92058,10.2182,Afternoon,Monday,7,Level 1,Commuter,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1088,1270,Hyundai Kona,62.0,324,Los Angeles,2024-02-22 21:00:00,2024-02-22 22:29:00,3.89416,21.5669,Morning,Monday,0,Level 1,Casual Driver,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1089,1273,Tesla Model 3,62.0,141,Chicago,2024-02-23 00:00:00,2024-02-23 00:31:00,3.99369,36.5652,Evening,Wednesday,1,Level 2,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,IL,Illinois,41.8373,-87.6862,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1090,1274,BMW i3,85.0,155,Los Angeles,2024-02-23 01:00:00,2024-02-23 02:42:00,3.9268,24.0157,Morning,Tuesday,0,Level 2,Long-Distance Traveler,BMW,Plug-in Hybrid Electric Vehicle (PHEV),https://e7.pngegg.com/pngimages/996/945/png-clipart-bmw-car-logo-bmw-logo-trademark-logo-thumbnail.png,CA,California,34.1139,-118.407,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1091,1275,Chevy Bolt,85.0,262,San Francisco,2024-02-23 02:00:00,2024-02-23 05:33:00,3.62326,9.93477,Night,Wednesday,6,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,CA,California,37.7562,-122.443,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1092,1276,Nissan Leaf,62.0,273,Houston,2024-02-23 03:00:00,2024-02-23 05:54:00,3.69224,27.3704,Morning,Sunday,3,Level 1,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1093,1277,Tesla Model 3,100.0,420,Houston,2024-02-23 04:00:00,2024-02-23 07:37:00,0.730266,13.0886,Afternoon,Wednesday,5,DC Fast Charger,Long-Distance Traveler,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1094,1279,Nissan Leaf,50.0,241,New York,2024-02-23 06:00:00,2024-02-23 09:13:00,2.53918,26.0335,Morning,Monday,2,DC Fast Charger,Commuter,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,NY,New York,40.6943,-73.9249,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1095,1280,Nissan Leaf,100.0,355,San Francisco,2024-02-23 07:00:00,2024-02-23 08:30:00,3.88398,11.9807,Morning,Monday,3,Level 2,Long-Distance Traveler,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1096,1281,Tesla Model 3,100.0,337,Los Angeles,2024-02-23 08:00:00,2024-02-23 08:46:00,3.77514,24.1925,Evening,Thursday,7,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,CA,California,34.1139,-118.407,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1097,1283,Hyundai Kona,62.0,258,San Francisco,2024-02-23 10:00:00,2024-02-23 11:45:00,3.77767,12.8996,Evening,Wednesday,0,Level 2,Long-Distance Traveler,HYUNDAI,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/78/359/png-clipart-hyundai-motor-company-car-hyundai-i30-hyundai-tucson-car-logo-emblem-trademark-thumbnail.png,CA,California,37.7562,-122.443,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1098,1284,Nissan Leaf,50.0,249,Houston,2024-02-23 11:00:00,2024-02-23 14:37:00,0.7584,20.8993,Night,Friday,3,DC Fast Charger,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,DC,480V,CCS1,https://www.power-sonic.com/blog/ev-charging-connector-types/
1099,1286,Tesla Model 3,100.0,180,Houston,2024-02-23 13:00:00,2024-02-23 16:27:00,3.70838,21.8438,Evening,Sunday,7,Level 1,Casual Driver,TESLA,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/354/373/png-clipart-tesla-tesla-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1100,1287,Chevy Bolt,50.0,66,Houston,2024-02-23 14:00:00,2024-02-23 16:40:00,2.67945,30.8595,Night,Thursday,6,Level 1,Long-Distance Traveler,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1101,1288,Nissan Leaf,62.0,308,Houston,2024-02-23 15:00:00,2024-02-23 16:12:00,1.12116,26.4146,Morning,Sunday,1,Level 2,Casual Driver,NISSAN,Battery Electric Vehicle (BEV),https://e7.pngegg.com/pngimages/727/223/png-clipart-nissan-navara-car-nissan-quest-nissan-juke-nissan-text-trademark-thumbnail.png,TX,Texas,29.7863,-95.3889,AC,240V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
1102,1289,Chevy Bolt,50.0,348,New York,2024-02-23 16:00:00,2024-02-23 17:26:00,1.81343,22.1471,Morning,Monday,0,Level 1,Commuter,CHEVROLET,Battery Electric Vehicle (BEV),https://w7.pngwing.com/pngs/75/157/png-transparent-chevrolet-silverado-general-motors-car-logo-chevrolet-angle-emblem-logo-thumbnail.png,NY,New York,40.6943,-73.9249,AC,120V,J1772,https://www.power-sonic.com/blog/ev-charging-connector-types/
